# Card images fetched from Hall of Heroes (hallofheroeslcg.com) by scripts/fetch_card_art.py: scans MarvelCDB
# does not publish, and better copies of ones it does (larger, or free of the FFG preview watermark).
# Saved over bundles/cards/<code>.<ext> in the local file's format, scaled to at most a 1100px long edge.
# Rows fetched on 2026-09-19 or earlier were scaled to a 419px long edge.
code	pack	name	source_page	image_url	fetched
50129a	aos	Citizen V	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50129a.jpg	
50129b	aos	Citizen V	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50129b.jpg	
50130a	aos	Apprehending Rogue Agents	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50130a.jpg	
50130b	aos	Apprehending Rogue Agents	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50130b.jpg	
50131a	aos	Justice, Like Lightning	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50131a.jpg	
50131b	aos	Thunderbolt Backup	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50131b.jpg	
50165a	aos	Baron Zemo	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50165a.jpg	
50165b	aos	Baron Zemo	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50165b.jpg	
50166a	aos	Baron Zemo	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50166a.jpg	
50166b	aos	Baron Zemo	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50166b.jpg	
50167a	aos	Zemo's Manipulations	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50167a.jpg	
50167b	aos	Zemo's Manipulations	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50167b.jpg	
50168a	aos	The Accusation	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50168a.jpg	
50168b	aos	The Accusation	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50168b.jpg	
50169a	aos	Fighting Zemo	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50169a.jpg	
50169b	aos	Fighting Zemo	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50169b.jpg	
50181a	aos	Chief Medical Officer	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50181a.jpg	
50181b	aos	Medical Officer's Aid	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50181b.jpg	
50182a	aos	Chief Surveillance Officer	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50182a.jpg	
50182b	aos	Surveillance Officer's Aid	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50182b.jpg	
50183a	aos	Chief Tactical Officer	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50183a.jpg	
50183b	aos	Tactical Officer's Aid	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50183b.jpg	
50184a	aos	A.I.M. Interference ([energy])	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50184a.jpg	
50184b	aos	A.I.M. Interference ([mental])	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50184b.jpg	
50184c	aos	A.I.M. Interference ([physical])	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50184c.jpg	
55004a	tt	Prime Real Estate	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55004a.jpg	
55004b	tt	Prime Real Estate	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55004b.jpg	
55005a	tt	Sovereign Sorceress	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55005a.jpg	
55005b	tt	Sovereign Sorceress	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55005b.jpg	
55007a	tt	Hypnotic Gaze	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55007a.jpg	
55007b	tt	Trance of Envy	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55007b.jpg	
55008a	tt	Hypnotic Gaze	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55008a.jpg	
55008b	tt	Trance of Greed	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55008b.jpg	
55009a	tt	Hypnotic Gaze	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55009a.jpg	
55009b	tt	Trance of Pride	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55009b.jpg	
55010a	tt	Hypnotic Gaze	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55010a.jpg	
55010b	tt	Trance of Sloth	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55010b.jpg	
55011a	tt	Hypnotic Gaze	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55011a.jpg	
55011b	tt	Trance of Wrath	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55011b.jpg	
55027a	tt	Loki, God of Lies	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55027a.jpg	
55027b	tt	Loki, God of Lies	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55027b.jpg	
55028a	tt	Worlds Collide	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55028a.jpg	
55028b	tt	Worlds Collide	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55028b.jpg	
55029a	tt	Loki the Rascal	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55029a.jpg	
55029b	tt	Fading Figment	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55029b.jpg	
55030a	tt	Loki the Miscreant	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55030a.jpg	
55030b	tt	Fading Figment	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55030b.jpg	
55031a	tt	Loki the Knave	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55031a.jpg	
55031b	tt	Fading Figment	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55031b.jpg	
55032a	tt	Loki the Wretch	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55032a.jpg	
55032b	tt	Fading Figment	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55032b.jpg	
55033a	tt	Mischief and Mayhem	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55033a.jpg	
55033b	tt	Mischief and Mayhem	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55033b.jpg	
55034a	tt	Intense Focus	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55034a.jpg	
55034b	tt	Total Focus	https://hallofheroeslcg.com/trickster-takeover/	https://hallofheroeslcg.com/wp-content/uploads/2025/08/55034b.jpg	
56063a	cw	Superhero Registration Act	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56063a.jpg	
56063b	cw	Cut Off Support	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56063b.jpg	
56064a	cw	Pro-Registration Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56064a.jpg	
56064b	cw	Negative Zone Prison	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56064b.jpg	
56096a	cw	Superhero Registration Act	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56096a.jpg	
56096b	cw	S.H.I.E.L.D. Recruits	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56096b.jpg	
56097a	cw	Pro-Registration Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56097a.jpg	
56097b	cw	Hunting Rebel Heroes	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56097b.jpg	
56121a	cw	Superhero Registration Act	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56121a.jpg	
56121b	cw	Homeland Security	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56121b.jpg	
56122a	cw	Superhero Registration Act	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56122a.jpg	
56122b	cw	Public Outrage	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56122b.jpg	
56123a	cw	Pro-Registration Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56123a.jpg	
56123b	cw	The Initiative	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56123b.jpg	
56124a	cw	Pro-Registration Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56124a.jpg	
56124b	cw	No Going Back	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56124b.jpg	
56128a	cw	Choosing Sides	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56128a.jpg	
56141a	cw	Superhero Resistance	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56141a.jpg	
56141b	cw	Gathering Support	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56141b.jpg	
56142a	cw	Resistance Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56142a.jpg	
56142b	cw	Secret Avengers	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56142b.jpg	
56172a	cw	Superhero Resistance	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56172a.jpg	
56172b	cw	Open Rebellion	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56172b.jpg	
56173a	cw	Resistance Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56173a.jpg	
56173b	cw	Neighborhood Protectors	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56173b.jpg	
56199a	cw	Superhero Resistance	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56199a.jpg	
56199b	cw	Rallying Call	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56199b.jpg	
56200a	cw	Superhero Resistance	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56200a.jpg	
56200b	cw	Going Underground	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56200b.jpg	
56201a	cw	Resistance Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56201a.jpg	
56201b	cw	Guerilla Warfare	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56201b.jpg	
56202a	cw	Resistance Tactics	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56202a.jpg	
56202b	cw	Superhero Jailbreak	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56202b.jpg	
56206b	cw	Now It's Personal	https://hallofheroeslcg.com/civil-war/	https://hallofheroeslcg.com/wp-content/uploads/2025/11/56206b.jpg	
57046a	synthezoid	Dense	https://hallofheroeslcg.com/synthezoid-smackdown/	https://hallofheroeslcg.com/wp-content/uploads/2026/03/57046a.jpg	
57046b	synthezoid	Intangible	https://hallofheroeslcg.com/synthezoid-smackdown/	https://hallofheroeslcg.com/wp-content/uploads/2026/03/57046b.jpg	
60040a	fne	Photographic Reflexes	https://hallofheroeslcg.com/fear-no-evil/	https://hallofheroeslcg.com/wp-content/uploads/2026/08/60040a.jpg	
60040b	fne	Photographic Reflexes	https://hallofheroeslcg.com/fear-no-evil/	https://hallofheroeslcg.com/wp-content/uploads/2026/08/60040b.jpg	
60040c	fne	Photographic Reflexes	https://hallofheroeslcg.com/fear-no-evil/	https://hallofheroeslcg.com/wp-content/uploads/2026/08/60040c.jpg	
61002	jj	Alias Investigations	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_alias-investigations.png	
61003	jj	Luke Cage	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_luke-cage.png	
61004	jj	"Big Mistake"	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_big-mistake.png	
61005	jj	Breakthrough	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_breakthrough.png	
61006	jj	Snooping Around	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_snooping-around.png	
61008	jj	Calling in Favors	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_calling-in-favors.png	
61009	jj	4K Digital Camcorder	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_4k-digital-camcorder.png	
61010	jj	Circumstantial Evidence	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_circumstantial-evidence.png	
61011	jj	Leather Jacket	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_leather-jacket.png	
61014	jj	Stakeout	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_stakeout.png	
61015	jj	Captain Marvel	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_captain-marvel.png	
61017	jj	Squirrel Girl	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_squirrel-girl.png	
61019	jj	Strategy Session	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_strategy-session.png	
61020	jj	Run Them to Ground	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_run-them-to-ground.png	
61023	jj	Grapnel Launcher	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_grapnel-launcher.png	
61024	jj	Entrapment	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_entrapment.png	
61026	jj	Joys of Life	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_joys-of-life.png	
61027	jj	Unbreakable Bond	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_unbreakable-bond.png	
61029	jj	Defend Our City	https://hallofheroeslcg.com/jessica-jones/	https://hallofheroeslcg.com/wp-content/uploads/2026/05/mc61_cards_defend-our-city.png	
62002	luke_cage	Jessica Jones	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_jessica-jones.png	
62004	luke_cage	Knuckle Sandwich	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_knuckle-sandwich.png	
62005	luke_cage	"Stand with Me!"	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_stand-with-me.png	
62006	luke_cage	"Sweet Christmas!"	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_sweet-christmas.png	
62011	luke_cage	Power Man	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_power-man.png	
62013	luke_cage	Misty Knight	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_misty-knight.png	
62015	luke_cage	Take a Stand	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_take-a-stand.png	
62018	luke_cage	Defensive Formation	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_defensive-formation.png	
62019	luke_cage	Righteous Purpose	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_righteous-purpose.png	
62022	luke_cage	Dynamic Duo	https://hallofheroeslcg.com/luke-cage/	https://hallofheroeslcg.com/wp-content/uploads/2026/06/mc62_luke-cage_dynamic-duo.png	
